row	Gene Family	Gene Symbol	Locus	GenBank Accession	GO	GO Relationship_Type	GO Evidence Code	GO Reference	PO	PO Relationship_Type	PO Evidence Code	PO Reference	PO_dev	PO_dev Relationship_Type	PO_dev Evidence Code	PO_dev Reference	SPO	Pubmed:24260152
4485			Solyc08g078240.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4486			Solyc05g048810.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4487			Solyc07g009350.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4488			Solyc03g117940.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4489			Solyc05g007500.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4490			Solyc03g063110.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4491			Solyc09g008100.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4492			Solyc02g084600.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4493			Solyc10g047040.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4494			Solyc11g069000.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4495			Solyc05g009920.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4496			Solyc11g068740.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4497			Solyc06g083380.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4498			Solyc04g081190.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4499			Solyc12g021330.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4500			Solyc12g021340.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4501			Solyc07g007400.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4502			Solyc02g061960.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4503			Solyc11g011400.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4504			Solyc03g081310.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4505			Solyc01g109940.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4506			Solyc01g099190.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4507			Solyc03g113700.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4508			Solyc06g073740.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4509			Solyc07g042960.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4510			Solyc12g010280.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4511			Solyc04g077650.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4512			Solyc01g104660.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4513			Solyc02g070350.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4514			Solyc06g049060.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4515			Solyc09g091850.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4516			Solyc01g100930.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4517			Solyc12g013500.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4518			Solyc07g065080.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4519			Solyc04g026380.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4520			Solyc03g097700.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4521			Solyc07g042730.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4522			Solyc06g065700.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4523			Solyc11g007040.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4524			Solyc12g013990.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4525			Solyc09g018750.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4526			Solyc10g080230.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4527			Solyc04g056580.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4528			Solyc03g111320.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4529			Solyc08g062500.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4530			Solyc10g074590.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4531			Solyc10g050060.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4532			Solyc07g052960.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4533			Solyc02g090880.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4534			Solyc12g017440.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4535			Solyc12g017420.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4536			Solyc03g119280.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4537			Solyc01g099670.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4538			Solyc02g081390.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4539			Solyc06g066470.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4540			Solyc07g066530.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4541			Solyc06g066680.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4542			Solyc11g020300.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4543			Solyc04g074040.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4544			Solyc06g063310.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4545			Solyc06g062660.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4546			Solyc07g049450.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4547			Solyc12g006310.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4548			Solyc03g078570.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4549			Solyc02g070690.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4550			Solyc08g007340.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4551			Solyc02g091840.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4552			Solyc08g077930.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4553			Solyc12g009140.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4554			Solyc01g095020.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4555			Solyc05g011970.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4556			Solyc04g072520.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4557			Solyc03g116170.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4558			Solyc04g050510.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4559			Solyc01g057900.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4560			Solyc10g085550.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4561			Solyc09g059470.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4562			Solyc12g088420.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4563			Solyc03g118530.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4564			Solyc11g020930.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4565			Solyc09g059170.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4566			Solyc01g087300.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4567			Solyc01g087290.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4568			Solyc01g102610.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4569			Solyc12g099390.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4570			Solyc06g031690.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4571			Solyc04g005120.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4572			Solyc07g049200.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4573			Solyc10g080900.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4574			Solyc05g050010.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4575			Solyc08g078760.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4576			Solyc03g120500.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4577			Solyc09g098580.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4578			Solyc05g005100.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4579			Solyc10g017880.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4580			Solyc01g096460.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4581			Solyc11g013330.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4582			Solyc09g075450.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4583			Solyc06g076320.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4584			Solyc10g080840.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4585			Solyc01g007150.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4586			Solyc05g006400.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4587			Solyc03g033650.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4588			Solyc03g098280.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4589			Solyc03g097250.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4590			Solyc11g006190.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4591			Solyc01g107870.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4592			Solyc04g007640.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4593			Solyc09g092360.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4594			Solyc12g095910.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4595			Solyc06g010030.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4596			Solyc09g064430.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4597			Solyc01g079230.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4598			Solyc07g056510.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4599			Solyc03g114370.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4600			Solyc09g008490.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4601			Solyc10g050890.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4602			Solyc02g093640.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4603			Solyc04g078460.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4604			Solyc01g010490.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4605			Solyc05g043430.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4606			Solyc01g005930.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4607			Solyc11g066910.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4608			Solyc04g080930.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4609			Solyc05g026540.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4610			Solyc01g099900.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4611			Solyc05g007510.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4612			Solyc01g098110.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4613			Solyc10g055720.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4614			Solyc03g118860.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4615			Solyc02g080980.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4616			Solyc02g068010.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4617			Solyc04g077750.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
4618			Solyc08g083300.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
